"customer_id","total_transactions","total_customer_rev"
2439,"815","329273.65"
4949,"824","329254.15"
3237,"836","329192.62"
2396,"789","329182.57"
1917,"828","329176.63"
5006,"778","329124.09"
3545,"806","329106.00"
3295,"813","329093.23"
2948,"822","329084.53"
1039,"793","329026.03"
4947,"827","329000.01"
1507,"783","328940.12"
3418,"791","328922.48"
349,"776","328911.75"
1261,"804","328911.61"
3881,"810","328901.29"
168,"819","328897.34"
4360,"800","328871.72"
117,"829","328826.42"
2325,"809","328757.73"
4797,"862","328753.21"
4626,"799","328721.74"
4600,"819","328714.35"
2897,"808","328652.63"
3471,"816","328632.93"
2612,"842","328608.71"
2741,"795","328601.95"
167,"804","328591.08"
3722,"831","328455.01"
4892,"877","328394.64"
1475,"816","328338.59"
3771,"860","328330.02"
4767,"814","328329.72"
4352,"818","328295.92"
2547,"821","328256.42"
3518,"828","328247.08"
1142,"843","328166.35"
3389,"843","328150.77"
170,"828","328120.09"
2951,"813","328082.10"
2003,"865","328080.45"
4857,"829","328060.54"
1468,"853","328014.06"
1080,"832","328003.08"
1174,"843","327990.28"
1813,"814","327982.29"
4367,"798","327955.43"
4509,"816","327918.54"
4768,"892","327868.69"
658,"840","327862.59"
909,"866","327859.91"
1244,"814","327842.91"
1031,"824","327836.37"
1049,"794","327804.05"
4412,"780","327799.96"
5367,"802","327787.49"
1092,"859","327771.45"
1317,"802","327747.47"
4465,"797","327726.70"
1138,"817","327717.26"
5401,"788","327674.88"
680,"866","327647.51"
3649,"831","327632.17"
1085,"815","327630.14"
5053,"818","327531.54"
124,"792","327514.51"
1103,"781","327464.15"
205,"846","327443.10"
1190,"750","327433.84"
5005,"825","327402.14"
2262,"772","327388.39"
4972,"787","327317.89"
2295,"826","327314.55"
4654,"831","327314.03"
3537,"870","327298.54"
3544,"803","327296.89"
3611,"809","327282.87"
2045,"800","327280.75"
3732,"778","327234.07"
1154,"785","327222.77"
4487,"827","327166.50"
2170,"830","327125.56"
3734,"842","327109.20"
2276,"818","327081.75"
1268,"796","327080.60"
2469,"850","327062.99"
1195,"830","327007.80"
3595,"845","326990.71"
4621,"819","326930.62"
264,"772","326929.95"
4696,"822","326866.40"
3668,"833","326844.64"
1409,"802","326834.86"
2284,"792","326792.05"
5964,"780","326767.18"
3746,"869","326762.11"
121,"829","326702.98"
1619,"809","326674.00"
1257,"848","326673.76"
4806,"795","326671.09"
2505,"811","326664.79"
1709,"830","326631.94"
3642,"812","326617.31"
3688,"836","326598.26"
4129,"809","326590.19"
781,"810","326563.30"
1096,"818","326559.45"
2102,"847","326549.58"
1767,"819","326524.12"
1162,"844","326508.82"
4100,"840","326472.01"
1313,"812","326448.11"
876,"775","326438.76"
3511,"794","326413.86"
1714,"801","326360.47"
3539,"774","326292.44"
4413,"817","326291.16"
2141,"825","326289.21"
5884,"830","326274.56"
859,"800","326254.76"
4795,"809","326238.26"
2363,"848","326211.99"
2350,"805","326158.20"
2830,"822","326135.69"
4630,"838","326106.83"
3582,"807","326102.69"
162,"817","326063.44"
4467,"791","326040.86"
2338,"795","326038.00"
3564,"802","326009.80"
2190,"813","325983.80"
2269,"806","325968.86"
3417,"844","325967.61"
2140,"834","325960.11"
24,"796","325900.01"
4675,"849","325892.78"
94,"829","325890.99"
4132,"779","325872.68"
498,"840","325866.47"
4977,"815","325827.05"
1205,"831","325823.45"
1163,"774","325770.19"
2146,"780","325727.49"
3318,"818","325652.89"
2017,"808","325576.58"
2290,"800","325558.11"
1229,"837","325549.08"
1521,"838","325539.05"
4841,"797","325530.44"
2236,"786","325520.54"
4650,"806","325364.91"
1696,"796","325339.48"
4133,"853","325336.53"
4956,"814","325302.61"
2832,"839","325302.54"
1861,"858","325293.99"
3965,"801","325278.30"
230,"823","325276.02"
2109,"837","325272.69"
4926,"823","325252.88"
3026,"802","325246.05"
3078,"805","325223.22"
4339,"766","325186.88"
3449,"810","325149.21"
1245,"802","325148.16"
4791,"838","325050.16"
3556,"831","324988.97"
2410,"806","324947.23"
5012,"771","324851.93"
4365,"800","324830.42"
1628,"786","324814.24"
5322,"847","324813.32"
4005,"798","324809.53"
3725,"833","324805.84"
288,"835","324769.88"
3216,"811","324746.26"
4391,"839","324741.45"
4125,"833","324726.83"
3849,"838","324705.96"
4805,"852","324702.98"
4140,"761","324697.52"
2957,"773","324617.43"
1756,"795","324507.53"
3907,"825","324465.30"
1243,"806","324456.26"
1035,"787","324437.70"
5587,"870","324403.02"
1467,"762","324307.67"
1068,"887","324209.17"
3756,"785","324200.59"
4334,"804","324194.07"
3850,"809","324055.75"
3255,"783","324055.45"
1099,"795","324053.48"
144,"846","324043.10"
1427,"811","323995.85"
1105,"830","323990.42"
3704,"850","323962.14"
3995,"819","323915.34"
1153,"826","323914.76"
1940,"792","323868.19"
2206,"832","323856.84"
3659,"875","323852.86"
3560,"855","323773.68"
1227,"795","323697.60"
4618,"775","323673.84"
2369,"829","323655.64"
3609,"828","323637.28"
308,"800","323578.40"
2817,"802","323576.11"
3523,"774","323564.63"
2143,"833","323540.55"
4828,"857","323467.78"
4778,"819","323459.37"
4973,"810","323431.68"
4470,"839","323425.43"
4657,"874","323412.06"
843,"825","323390.12"
182,"821","323388.34"
3914,"785","323384.41"
2092,"801","323373.63"
4718,"814","323355.07"
324,"821","323309.56"
1344,"835","323301.65"
1213,"848","323228.67"
5291,"769","323177.69"
5026,"804","323122.34"
2341,"805","323068.25"
1511,"785","323059.05"
3427,"838","323022.75"
1845,"832","322967.86"
1371,"802","322938.86"
3156,"828","322918.94"
2508,"829","322912.53"
4153,"772","322895.17"
3019,"792","322864.66"
4873,"812","322845.98"
1262,"772","322758.23"
4649,"814","322742.99"
5048,"826","322674.72"
318,"753","322632.73"
4613,"753","322629.02"
3323,"809","322617.89"
1359,"843","322599.90"
31,"824","322595.33"
2518,"800","322589.16"
333,"762","322571.38"
3596,"767","322560.35"
5389,"812","322536.66"
3711,"802","322526.51"
32,"812","322467.44"
3605,"800","322466.53"
1062,"789","322378.63"
1088,"846","322349.62"
2085,"806","322269.42"
1966,"851","322209.95"
2150,"805","322180.89"
4333,"870","322152.55"
3657,"787","322146.45"
4904,"792","322101.57"
2010,"820","321981.75"
2011,"780","321955.16"
2553,"805","321948.01"
1270,"826","321946.74"
5022,"763","321889.79"
1318,"786","321879.12"
3378,"836","321877.40"
2177,"834","321843.73"
3598,"818","321778.45"
265,"802","321710.36"
5042,"794","321705.09"
2414,"806","321670.83"
1175,"825","321641.51"
1005,"765","321598.08"
2106,"822","321575.31"
4337,"806","321569.71"
45,"790","321426.59"
2484,"813","321367.15"
5912,"803","321354.13"
5016,"792","321343.79"
3666,"819","321336.79"
3405,"816","321327.04"
1759,"795","321301.15"
53,"783","321297.55"
3604,"845","321275.27"
1374,"793","321264.49"
4246,"802","321246.42"
2409,"856","321228.07"
2131,"761","321165.02"
3603,"814","321162.82"
131,"779","321162.19"
5411,"845","321133.31"
5460,"809","321107.26"
5834,"784","321093.96"
832,"818","321019.40"
1078,"789","320982.13"
3683,"824","320980.57"
214,"865","320974.06"
3656,"802","320951.07"
2459,"846","320887.61"
1118,"774","320863.49"
2268,"810","320834.43"
112,"809","320796.08"
3978,"827","320786.66"
3913,"773","320700.13"
3573,"825","320604.54"
2117,"792","320598.31"
2764,"801","320550.26"
1378,"823","320549.52"
1632,"841","320442.87"
4780,"819","320427.67"
2174,"838","320398.23"
2331,"810","320292.68"
5299,"799","320292.40"
4984,"797","320180.48"
2849,"835","320179.85"
3841,"810","320170.42"
4971,"800","320145.23"
252,"842","320130.61"
1474,"776","320126.96"
1086,"824","320094.99"
5556,"873","320093.34"
258,"836","320063.15"
1255,"804","320057.32"
2476,"824","320052.41"
2304,"776","320037.53"
3388,"800","319962.75"
2303,"818","319896.32"
1472,"787","319867.67"
1320,"788","319853.11"
3480,"828","319781.06"
4385,"807","319778.03"
2743,"815","319704.67"
4699,"824","319646.06"
1461,"803","319613.68"
1385,"810","319606.46"
3309,"771","319586.44"
4223,"848","319413.24"
300,"847","319412.58"
1672,"785","319379.12"
227,"825","319376.18"
2504,"794","319231.17"
11,"835","319206.98"
3567,"831","319095.79"
4968,"849","319088.67"
3922,"843","319054.74"
4305,"843","318997.56"
1361,"803","318924.96"
242,"815","318919.22"
336,"778","318872.58"
325,"786","318872.57"
4541,"806","318871.64"
4619,"783","318809.60"
72,"769","318805.29"
2293,"790","318723.69"
4545,"852","318723.20"
3641,"830","318722.54"
2774,"839","318701.18"
4523,"832","318634.36"
1379,"777","318557.28"
3635,"785","318475.13"
4151,"799","318442.98"
4494,"861","318299.32"
2796,"856","318202.33"
4194,"817","318044.65"
292,"774","318004.27"
3,"782","317923.68"
3601,"784","317893.41"
228,"807","317861.36"
4970,"794","317832.06"
4607,"814","317830.49"
3199,"788","317830.02"
5085,"770","317827.73"
78,"811","317824.47"
3108,"824","317800.49"
4620,"838","317797.85"
5985,"795","317773.54"
3206,"784","317707.55"
4891,"756","317681.20"
5083,"820","317670.30"
91,"800","317666.93"
2422,"784","317596.79"
317,"816","317549.84"
1635,"819","317538.77"
3945,"817","317519.01"
3738,"813","317462.09"
5839,"825","317389.25"
5051,"779","317301.60"
4792,"816","317267.51"
1076,"826","317231.81"
3698,"820","317145.25"
5068,"815","317116.87"
2778,"790","317051.95"
4708,"788","317020.79"
213,"789","316986.37"
2204,"843","316835.85"
4741,"869","316801.30"
10,"803","316737.80"
4603,"829","316673.68"
4606,"788","316612.41"
1121,"778","316465.50"
5071,"812","316458.06"
339,"831","316442.65"
160,"813","316405.72"
3600,"805","316399.54"
3665,"775","316399.52"
4730,"797","316358.58"
3733,"803","316342.11"
4010,"826","316297.70"
1167,"784","316289.88"
3619,"835","316240.16"
4771,"826","316227.21"
2052,"782","316099.29"
1603,"783","316073.48"
2970,"808","316056.89"
3589,"800","316033.61"
4745,"828","316032.58"
3543,"839","315889.44"
274,"846","315862.47"
5004,"838","315828.46"
2389,"785","315739.24"
3437,"810","315727.36"
500,"826","315691.22"
3542,"849","315656.36"
305,"833","315602.72"
2154,"825","315602.16"
2609,"799","315597.40"
1633,"789","315586.60"
955,"775","315475.33"
1598,"810","315442.87"
290,"799","315436.67"
5078,"821","315376.63"
2964,"785","315314.75"
3525,"786","315306.44"
92,"795","315223.08"
2894,"804","315219.80"
3268,"828","315200.20"
5236,"811","315175.08"
2300,"803","315169.62"
337,"803","315148.47"
4945,"834","315066.47"
4054,"779","315043.18"
4913,"837","314954.09"
2429,"803","314930.73"
4863,"816","314919.41"
1577,"803","314918.68"
1252,"836","314885.79"
2029,"780","314831.58"
3875,"800","314823.11"
4725,"797","314781.42"
2270,"843","314775.57"
2115,"793","314579.97"
3490,"818","314511.19"
1330,"813","314472.73"
4736,"794","314442.70"
125,"827","314367.53"
2247,"799","314361.09"
4742,"772","314192.88"
2120,"844","314179.94"
3074,"822","314071.72"
4865,"779","314007.73"
219,"837","313926.37"
4734,"793","313801.02"
2230,"795","313753.50"
2033,"809","313747.54"
2162,"811","313709.05"
3072,"801","313612.13"
188,"765","313597.58"
73,"770","313590.37"
3858,"838","313554.38"
1710,"813","313383.24"
1823,"805","313273.27"
1851,"813","313241.66"
2310,"853","313185.93"
368,"830","313179.14"
2413,"818","313167.51"
2031,"808","313061.38"
3489,"837","313045.73"
4888,"775","313024.12"
1705,"802","312986.69"
4685,"775","312968.63"
2770,"852","312963.37"
313,"812","312904.34"
1075,"767","312868.53"
2766,"783","312852.56"
1183,"799","312726.07"
4554,"796","312604.62"
2319,"813","312496.19"
4954,"830","312328.97"
2686,"843","312256.25"
1550,"782","312196.30"
4991,"819","312191.97"
3329,"784","312176.79"
2198,"738","311997.84"
2789,"815","311986.86"
4853,"825","311911.51"
4625,"802","311844.33"
1812,"754","311835.20"
2461,"799","311797.60"
2329,"783","311734.84"
13,"774","311673.92"
5140,"794","311662.81"
1641,"801","311655.69"
4760,"816","311591.74"
1452,"820","311520.51"
88,"781","311396.38"
4911,"825","311349.17"
3397,"812","311290.61"
5952,"773","311286.94"
3402,"803","311208.92"
2463,"798","311146.32"
4065,"798","311141.05"
3362,"794","311043.69"
183,"863","311040.06"
3622,"816","311031.80"
4869,"771","310812.17"
157,"849","310806.17"
55,"798","310805.80"
1707,"798","310783.41"
5671,"855","310631.35"
114,"817","310615.11"
207,"814","310470.37"
3533,"784","310352.80"
5265,"816","310334.81"
1109,"804","310317.62"
1418,"824","310154.84"
1217,"785","310115.70"
5398,"829","310078.74"
4694,"825","310061.06"
2536,"813","309809.64"
1534,"821","309699.66"
4144,"784","309498.71"
2407,"786","309477.03"
3248,"807","309348.09"
1381,"800","309075.14"
2278,"835","308841.22"
3151,"794","308810.21"
922,"838","308788.37"
1312,"817","308770.39"
3663,"746","308715.19"
5873,"781","308676.28"
2008,"831","308350.70"
2128,"781","308301.34"
1526,"815","308264.40"
284,"816","308230.00"
3625,"832","308217.11"
4570,"801","308136.70"
1523,"843","308014.74"
1309,"760","308005.56"
1279,"801","307941.68"
135,"783","307938.72"
506,"787","307845.85"
6,"839","307744.08"
4855,"870","307683.62"
2015,"764","307543.01"
2488,"834","307524.43"
3398,"808","307399.00"
1429,"806","307348.93"
2252,"805","307347.73"
2145,"782","307107.01"
2322,"800","307079.13"
4831,"807","307063.84"
3524,"771","307012.19"
1287,"780","306823.73"
5535,"841","306816.27"
3669,"816","306770.75"
231,"771","306398.05"
4875,"861","306330.80"
3592,"800","305880.24"
47,"774","305736.31"
2279,"769","305560.41"
2415,"778","305548.46"
58,"787","305475.96"
3184,"813","305451.13"
1790,"809","305205.53"
4793,"780","305104.92"
403,"845","305010.69"
3639,"838","304491.63"
3383,"773","304458.76"
3060,"817","304284.06"
1316,"777","304181.67"
2489,"803","304131.21"
1358,"775","304094.82"
4799,"805","304008.40"
5855,"802","303932.27"
4845,"819","303745.85"
1954,"815","303628.50"
2072,"806","303395.98"
1301,"756","303299.14"
668,"805","303266.23"
4468,"753","303252.26"
1084,"791","303237.16"
2416,"839","303225.26"
5013,"798","303185.36"
2044,"788","303169.52"
1982,"845","303160.18"
23,"807","302869.44"
191,"825","302649.64"
1129,"845","302518.77"
2370,"783","302408.21"
4695,"776","302354.08"
3515,"797","302128.52"
1905,"765","302095.60"
1704,"776","301991.81"
1978,"838","301883.36"
5058,"793","301748.37"
1269,"821","301216.99"
3566,"802","301119.76"
4644,"830","300732.69"
3422,"828","300507.76"
1069,"837","300466.98"
4544,"762","300347.66"
2277,"815","300209.39"
5032,"825","300196.93"
3410,"805","300087.05"
1306,"799","299885.25"
5093,"812","299630.61"
5588,"819","299560.87"
2274,"794","299556.33"
5039,"817","299543.76"
2403,"782","299249.24"
2529,"788","299170.59"
1134,"730","299104.09"
2698,"786","298850.73"
2509,"824","298449.04"
4807,"754","298279.08"
3715,"823","297958.52"
3481,"773","297856.56"
4924,"788","297406.90"
2317,"773","297324.09"
1166,"739","297160.71"
3643,"807","296645.84"
217,"836","296548.61"
4422,"815","296333.62"
5088,"803","295635.39"
3710,"790","295039.35"
2399,"783","294732.81"
1346,"829","294624.96"
2761,"819","294405.66"
3522,"742","293058.32"
1267,"833","291819.47"
3571,"803","291701.81"
1392,"824","291115.56"
4948,"816","290959.32"
3577,"786","290367.47"
4182,"788","287565.77"
2153,"792","287242.51"
4754,"774","286128.55"
1057,"740","286058.39"
3716,"782","284366.07"
2731,"802","282812.33"
4877,"765","279863.83"
44,"748","277478.63"
1506,"777","276908.52"
5769,"208","88555.36"
2585,"175","87096.66"
1837,"182","86885.53"
919,"174","86480.81"
759,"168","86156.38"
2798,"177","86035.71"
2802,"180","85984.86"
940,"192","85830.32"
674,"182","85682.37"
927,"187","84420.06"
5500,"195","84389.77"
785,"164","84205.30"
5648,"185","83843.16"
4429,"160","83378.21"
681,"189","83173.18"
5192,"204","82779.69"
2921,"185","82623.48"
5710,"188","82563.16"
3282,"188","82189.23"
491,"186","82017.63"
5751,"184","81735.41"
717,"179","81532.29"
5224,"177","81514.98"
5992,"183","81512.93"
3023,"189","81478.49"
4374,"170","80884.06"
4307,"178","80740.33"
3135,"179","80709.30"
1788,"178","80418.80"
493,"175","80401.09"
5186,"179","80344.59"
5430,"214","80254.04"
5452,"171","80240.07"
1624,"158","80239.95"
1477,"176","80096.38"
4042,"177","80012.35"
2913,"175","79910.66"
1611,"171","79910.03"
817,"180","79888.47"
1677,"188","79860.49"
1432,"188","79795.77"
875,"170","79755.96"
4290,"164","79594.82"
2717,"177","79542.18"
1397,"168","79471.81"
5546,"184","79384.07"
5767,"180","79212.87"
4504,"211","79183.37"
4427,"166","79125.17"
3972,"186","79087.98"
828,"212","78965.93"
1779,"183","78921.60"
396,"180","78719.94"
1646,"186","78671.28"
2705,"169","78636.46"
3296,"191","78493.52"
1597,"179","78433.48"
618,"198","78418.38"
2924,"202","78300.61"
2788,"176","77993.59"
5461,"171","77887.75"
1601,"185","77543.70"
3817,"165","77543.45"
556,"176","77529.50"
820,"210","77518.15"
2683,"189","77355.29"
5334,"180","77114.11"
3894,"169","77004.19"
3961,"174","77001.72"
617,"157","76959.60"
4050,"200","76930.30"
465,"181","76918.81"
5406,"195","76812.41"
4147,"151","76800.19"
1984,"187","76786.69"
5237,"198","76718.15"
1580,"198","76585.68"
1692,"176","76553.87"
2625,"172","76553.82"
578,"180","76537.99"
3136,"183","76525.46"
2720,"178","76492.80"
2800,"177","76492.45"
5596,"180","76467.69"
5356,"181","76427.28"
726,"175","76420.25"
4281,"175","76347.61"
1805,"179","76275.79"
5821,"161","76274.29"
4327,"179","76160.78"
5230,"189","76157.82"
985,"179","76115.39"
2691,"171","76080.12"
5705,"172","76073.58"
787,"165","75972.97"
3246,"161","75962.67"
4332,"179","75913.47"
5337,"182","75903.10"
3814,"192","75859.56"
1536,"174","75731.11"
5806,"179","75707.47"
993,"173","75699.71"
5143,"164","75694.84"
4588,"168","75653.40"
935,"159","75641.53"
4228,"178","75621.60"
4406,"179","75617.22"
774,"175","75600.34"
2050,"184","75567.97"
439,"184","75494.11"
5752,"194","75485.27"
4525,"179","75461.98"
1992,"179","75437.52"
2595,"191","75416.40"
3851,"196","75332.27"
760,"178","75315.01"
3795,"189","75107.94"
524,"192","75097.43"
5273,"170","75032.65"
3103,"184","75021.47"
3962,"172","75018.42"
613,"187","75012.87"
2994,"173","74960.70"
5907,"190","74954.96"
5791,"194","74887.29"
3927,"168","74844.72"
1781,"166","74758.24"
5826,"177","74696.47"
3820,"186","74643.93"
3883,"157","74638.29"
5174,"175","74607.91"
2973,"196","74601.35"
547,"164","74585.34"
4529,"184","74533.40"
980,"171","74494.48"
1465,"170","74442.72"
2967,"169","74407.26"
4282,"166","74374.19"
5885,"183","74192.92"
4495,"179","74191.52"
3189,"183","74191.34"
4018,"165","74151.87"
5686,"175","74117.22"
2871,"186","74099.27"
5744,"181","74087.76"
5974,"190","74042.59"
829,"181","73986.49"
677,"189","73963.59"
2797,"186","73962.68"
2756,"189","73846.68"
5396,"182","73786.31"
4143,"181","73744.51"
2805,"171","73736.18"
2554,"169","73719.76"
4099,"176","73662.73"
3989,"180","73619.77"
5274,"178","73585.39"
3085,"176","73532.92"
5688,"171","73468.92"
1425,"175","73442.01"
5311,"178","73406.73"
5205,"179","73380.02"
5890,"177","73355.34"
5519,"177","73352.48"
3123,"181","73297.39"
3260,"182","73278.19"
5787,"182","73206.63"
803,"164","73192.96"
4598,"202","73083.21"
4013,"167","73079.57"
5503,"168","73001.47"
4257,"187","72987.33"
2715,"161","72984.11"
3782,"155","72968.03"
4080,"165","72962.69"
4420,"173","72962.39"
3209,"199","72948.31"
650,"184","72937.56"
3008,"191","72894.47"
4439,"177","72876.28"
3047,"186","72868.61"
3992,"178","72859.50"
5448,"176","72812.16"
5955,"185","72775.54"
5969,"152","72756.39"
424,"187","72726.25"
2560,"152","72626.89"
616,"183","72620.17"
636,"181","72616.12"
2782,"187","72613.22"
441,"149","72608.94"
4040,"184","72585.10"
4309,"182","72487.57"
3243,"173","72475.19"
766,"184","72471.42"
5706,"191","72429.68"
5665,"162","72413.40"
4067,"169","72376.82"
2574,"182","72340.55"
3204,"192","72324.90"
4592,"166","72319.21"
1484,"184","72312.82"
4512,"185","72298.66"
1400,"182","72298.59"
2565,"181","72256.71"
651,"168","72243.88"
671,"183","72218.36"
2771,"185","72216.43"
666,"182","72208.42"
813,"188","72173.94"
366,"169","72157.68"
1830,"169","72129.68"
1998,"172","72098.49"
5366,"171","72092.60"
3075,"171","72089.85"
5400,"174","72046.78"
2915,"171","72039.98"
1421,"169","72028.96"
4160,"182","72009.99"
5533,"180","72004.85"
4110,"161","71962.83"
2664,"174","71960.34"
4218,"190","71959.17"
597,"181","71935.85"
1493,"186","71928.80"
1952,"166","71917.59"
422,"162","71916.91"
4458,"159","71903.65"
2592,"176","71873.23"
609,"177","71872.24"
2899,"194","71870.96"
978,"171","71870.78"
5420,"161","71869.05"
4526,"172","71866.50"
5627,"181","71837.43"
2726,"172","71770.02"
2959,"164","71761.82"
4012,"159","71752.75"
3057,"180","71733.39"
3904,"179","71728.40"
3300,"180","71672.24"
660,"199","71612.89"
806,"149","71594.78"
1552,"195","71593.93"
5979,"170","71576.97"
2858,"188","71548.84"
1733,"191","71537.76"
2866,"171","71484.11"
2580,"176","71458.54"
4537,"182","71430.32"
5905,"182","71395.43"
1866,"175","71389.85"
452,"186","71389.17"
5550,"194","71287.84"
4393,"152","71283.74"
948,"171","71263.01"
5918,"185","71260.87"
5865,"169","71249.29"
5749,"163","71237.62"
4072,"160","71226.39"
4582,"159","71210.21"
4210,"159","71208.00"
1504,"161","71133.25"
946,"148","71107.13"
5729,"174","71106.27"
4552,"193","71103.68"
821,"167","71095.41"
5972,"166","71092.85"
2645,"156","71091.41"
5465,"169","71083.20"
2602,"163","71065.17"
4314,"175","71030.50"
402,"173","71019.30"
4372,"183","70964.93"
528,"170","70925.05"
531,"175","70843.82"
1600,"156","70837.86"
5278,"180","70831.48"
826,"164","70827.10"
1929,"172","70809.48"
3816,"182","70795.31"
2869,"177","70791.17"
5930,"172","70723.41"
3272,"154","70702.63"
2978,"165","70692.15"
5144,"187","70691.27"
5518,"163","70659.39"
4022,"159","70657.80"
2630,"196","70643.05"
3197,"176","70632.83"
805,"181","70627.02"
5603,"166","70542.91"
2885,"175","70535.11"
767,"176","70521.62"
4011,"161","70451.61"
1661,"191","70405.98"
691,"176","70393.18"
5110,"167","70357.98"
4185,"201","70351.81"
4060,"171","70332.43"
3014,"171","70331.11"
3847,"174","70324.05"
4001,"159","70313.32"
4349,"196","70297.76"
5652,"170","70270.69"
4432,"189","70270.39"
5136,"183","70258.69"
5932,"185","70250.25"
5102,"170","70242.17"
1898,"173","70240.32"
5807,"165","70221.65"
5600,"160","70215.84"
374,"174","70203.90"
3758,"176","70193.89"
1895,"173","70189.67"
657,"176","70155.23"
5225,"178","70085.02"
5327,"144","70059.16"
884,"184","70030.75"
585,"164","70030.36"
4520,"165","70027.39"
5338,"185","69978.96"
4390,"161","69970.41"
607,"165","69962.48"
5805,"180","69936.38"
1559,"171","69898.46"
5301,"174","69882.20"
3082,"162","69871.77"
3810,"186","69855.54"
5493,"166","69851.72"
5667,"194","69839.09"
5142,"179","69823.20"
872,"167","69822.93"
5909,"174","69820.92"
2577,"166","69819.39"
3844,"173","69809.41"
589,"174","69799.47"
633,"186","69795.88"
5672,"173","69790.11"
4184,"169","69773.84"
3898,"180","69760.57"
959,"180","69750.64"
3239,"179","69710.73"
5939,"174","69664.19"
891,"164","69632.13"
4566,"164","69626.82"
2067,"166","69619.09"
4376,"185","69612.10"
5609,"162","69607.66"
1777,"152","69572.96"
4455,"167","69538.47"
4044,"150","69485.51"
4521,"169","69455.90"
1900,"183","69426.52"
5437,"170","69415.29"
5872,"165","69408.93"
3868,"164","69369.13"
5784,"165","69354.42"
2668,"156","69343.04"
471,"177","69341.56"
5464,"158","69338.57"
5954,"162","69330.43"
4260,"164","69328.42"
4507,"172","69307.69"
5739,"178","69283.47"
5604,"175","69280.46"
5436,"162","69280.39"
5562,"169","69244.99"
5920,"177","69243.16"
5778,"189","69229.30"
1651,"182","69215.99"
4068,"167","69200.65"
5364,"187","69173.42"
1595,"169","69162.26"
2758,"166","69160.57"
905,"182","69138.61"
5727,"177","69115.30"
5938,"180","69109.06"
5943,"170","69107.45"
1921,"187","69098.31"
474,"175","69082.89"
4055,"171","69069.61"
4397,"184","69062.84"
1669,"169","69044.55"
3028,"169","69026.82"
1545,"187","69021.43"
5548,"159","69014.42"
395,"165","68986.41"
2669,"169","68959.74"
5458,"187","68944.99"
537,"174","68941.24"
2569,"163","68937.29"
532,"184","68929.60"
956,"176","68893.31"
4517,"175","68888.60"
3150,"173","68875.98"
825,"184","68825.95"
797,"176","68810.71"
5651,"193","68801.71"
653,"177","68797.70"
782,"178","68783.67"
1938,"177","68779.38"
5655,"182","68770.09"
1798,"172","68760.16"
4094,"176","68720.40"
5428,"196","68687.66"
3220,"188","68671.41"
3840,"172","68667.17"
3119,"154","68639.45"
4073,"168","68614.63"
4062,"179","68607.02"
3041,"180","68602.32"
755,"165","68593.35"
5267,"168","68582.37"
4098,"190","68560.05"
5483,"163","68554.80"
2935,"184","68529.14"
5293,"197","68510.74"
4259,"178","68461.01"
1718,"179","68448.12"
4145,"176","68442.79"
3957,"149","68436.99"
5581,"183","68428.78"
2040,"169","68427.12"
5597,"174","68420.64"
742,"166","68418.92"
5195,"161","68416.65"
4396,"177","68414.88"
772,"162","68411.28"
3979,"167","68397.75"
4499,"165","68394.96"
5197,"176","68392.50"
5780,"176","68384.22"
5881,"180","68359.17"
5893,"165","68358.58"
2021,"184","68358.57"
5227,"166","68351.98"
561,"163","68346.33"
3763,"171","68330.23"
451,"158","68329.63"
2997,"162","68299.58"
3908,"159","68289.58"
2043,"181","68271.26"
754,"159","68271.18"
5253,"182","68249.04"
3005,"162","68243.37"
599,"170","68227.20"
1937,"179","68148.57"
735,"180","68120.60"
831,"180","68119.24"
4323,"158","68103.91"
3815,"173","68085.81"
5976,"177","68049.58"
429,"170","68045.35"
714,"165","68039.56"
5714,"183","67971.55"
2098,"162","67969.65"
3121,"163","67954.52"
2693,"170","67942.30"
4203,"171","67938.25"
1648,"145","67922.71"
1745,"173","67913.46"
646,"151","67877.19"
4567,"178","67875.37"
2088,"187","67873.80"
5245,"178","67861.88"
4222,"174","67843.17"
5616,"172","67833.94"
1751,"177","67816.99"
448,"165","67803.72"
3811,"176","67796.58"
5239,"171","67795.21"
543,"188","67789.49"
626,"189","67786.99"
1398,"205","67785.49"
3004,"167","67784.74"
5571,"168","67737.08"
400,"193","67731.34"
3050,"165","67726.47"
4414,"156","67723.21"
1840,"194","67703.08"
1453,"180","67695.63"
1810,"170","67685.70"
1431,"175","67679.16"
904,"172","67678.14"
1768,"170","67677.08"
4059,"170","67663.34"
2004,"164","67650.78"
5898,"171","67635.95"
2603,"174","67627.66"
4101,"178","67627.28"
4192,"166","67619.69"
3053,"187","67598.83"
1698,"178","67573.23"
5173,"172","67563.02"
5800,"171","67541.12"
5897,"174","67533.34"
1512,"166","67531.11"
4312,"164","67529.02"
3055,"171","67528.12"
2699,"181","67520.03"
2982,"198","67520.00"
5830,"180","67518.43"
4320,"176","67503.50"
5326,"176","67442.73"
822,"203","67433.69"
2534,"195","67429.90"
1693,"170","67428.47"
5446,"182","67427.81"
1686,"171","67415.08"
529,"172","67408.69"
3067,"172","67397.63"
1605,"161","67390.55"
972,"171","67372.48"
729,"188","67366.50"
2587,"188","67349.14"
4245,"151","67344.79"
1685,"175","67340.57"
2597,"183","67316.13"
5488,"177","67302.16"
3148,"164","67293.92"
3065,"168","67286.53"
2639,"172","67284.00"
4543,"179","67282.58"
4418,"178","67263.03"
900,"174","67221.58"
5409,"199","67217.25"
